source_field,source_value,Maps to OMOP code,ID,vocabulary
EVENT_CD,6345,One male and one female baby,4014458,SNOMED
EVENT_CD,7H28000,Endoscopic resection of lesion of peritoneum,4074848,SNOMED
EVENT_CD,L182z00,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",434701,SNOMED
EVENT_CD,44b..00,Fecal fat screening test,4192941,SNOMED
EVENT_CD,8H5P.00,Referral to gastrointestinal surgeon,4142768,SNOMED
EVENT_CD,13Ji.00,Military veteran,44805514,SNOMED
EVENT_CD,9O8k200,Cervical smear screening invitation third short message service text,44813886,SNOMED
EVENT_CD,6343,Two male babies,4014297,SNOMED
EVENT_CD,44a3.00,Cancer antigen 19-9 measurement,4164784,SNOMED
EVENT_CD,1A83.00,Breast lump detected by clinician examination,44790172,SNOMED
EVENT_CD,6A8..00,Psychological review,44788422,SNOMED
EVENT_CD,L466.00,Galactorrhea in pregnancy and the puerperium,4066260,SNOMED
EVENT_CD,9O7..00,Administrative procedure,4033224,SNOMED
EVENT_CD,9mL1.00,Postnatal examination second invitation,44810753,SNOMED
EVENT_CD,L450.00,Obstetric nipple infection,441925,SNOMED
EVENT_CD,L462.00,"Breast engorgement in pregnancy, the puerperium or lactation",443330,SNOMED
EVENT_CD,33H0.00,Negative reversibility test to salbutamol,4307186,SNOMED
EVENT_CD,13HH.00,Looks after chronically sick relative,4145801,SNOMED
EVENT_CD,61KD.00,Surveillance of subcutaneous contraceptive implant,45765664,SNOMED
EVENT_CD,6652,Mental state finding,4269314,SNOMED
EVENT_CD,41A..00,Evaluation finding,40480457,SNOMED
EVENT_CD,0A2..00,Cooks/chefs,4140422,SNOMED
EVENT_CD,66U..00,Menopause monitoring,4152040,SNOMED
EVENT_CD,8HS0.00,Referral for sigmoidoscopy,4085141,SNOMED
EVENT_CD,7G2H800,Removal of hormone implant from subcutaneous tissue,4192902,SNOMED
EVENT_CD,138c.00,Level of physical activity,44808782,SNOMED
EVENT_CD,N212200,Subacromial impingement,4002144,SNOMED
EVENT_CD,6755,Post miscarriage counseling,4194423,SNOMED
EVENT_CD,C120.00,Hyperparathyroidism,133729,SNOMED
EVENT_CD,2BT2.00,Clinical finding absent,4189457,SNOMED
EVENT_CD,2H1..00,Musculoskeletal system physical examination,4176951,SNOMED
EVENT_CD,9N02.00,Seen in geriatric clinic,4088543,SNOMED
EVENT_CD,F246.00,Cauda equina syndrome,4102342,SNOMED
EVENT_CD,9b9I.00,Medical oncology,4214569,SNOMED
EVENT_CD,2JT..00,Patient has insight of their illness,44789579,SNOMED
EVENT_CD,9mA2000,Learning disability annual health check invitation first letter,44804431,SNOMED
EVENT_CD,E21z.00,Personality disorder,441838,SNOMED
EVENT_CD,13HT200,Inability to cope,4166225,SNOMED
EVENT_CD,8Hkc.00,Referral to safeguarding adults team,44802355,SNOMED
EVENT_CD,6761,Diabetic pre-pregnancy education,4215253,SNOMED
EVENT_CD,8I63.00,Statin not indicated,4046882,SNOMED
EVENT_CD,43eC.00,Chlamydia trachomatis L2 antibody level,4201644,SNOMED
EVENT_CD,H14y700,Cyst of tonsil,4149781,SNOMED
EVENT_CD,14X0.00,History of event,1340204,OMOP Extension
EVENT_CD,9T6..00,European,38003614,Race
EVENT_CD,1B51.00,No incoordination,4012519,SNOMED
EVENT_CD,TJ54000,Adverse reaction caused by acetaminophen,4097040,SNOMED
EVENT_CD,1BP0.00,Loss of interest in previously enjoyable activity,4214814,SNOMED
EVENT_CD,66YM.00,Chronic obstructive pulmonary disease annual review,4215257,SNOMED
EVENT_CD,Lyu4000,Failed induction of labor,442333,SNOMED
EVENT_CD,8B75.00,Administration of prophylactic vitamin during pregnancy,4079752,SNOMED
EVENT_CD,1B71.00,No visual symptom,4037886,SNOMED
EVENT_CD,14O6.00,At increased risk of exposure to hepatitis B virus due to occupation,37154336,SNOMED
EVENT_CD,43r1.00,IgA antibody level,37398627,SNOMED
EVENT_CD,8H36.00,Non-urgent medical admission,4080066,SNOMED
EVENT_CD,8G8..00,Hypnotherapy,4064580,SNOMED
EVENT_CD,67P3.00,Discussion about anticoagulation therapy,45766793,SNOMED
EVENT_CD,1366,Very heavy drinker - greater than 9 units/day,4052944,SNOMED
EVENT_CD,2BT3.00,Clinical finding absent,4189457,SNOMED
EVENT_CD,22KD.00,Obese class II (body mass index 35.0 - 39.9),44811712,SNOMED
EVENT_CD,4I32.00,Fluid sample collection time,4043945,SNOMED
EVENT_CD,65MG.00,Booster vaccination,4230536,SNOMED
EVENT_CD,42WZ.00,Hemoglobin A1C - diabetic control interpretation,4152671,SNOMED
EVENT_CD,9h62.00,Excepted from epilepsy quality indicators - informed dissent,44803792,SNOMED
EVENT_CD,8BMP.00,Does manage medication,4111047,SNOMED
EVENT_CD,13ec.00,Born in Saudi Arabia,4151618,SNOMED
EVENT_CD,Eu22000,Delusional disorder,432590,SNOMED
EVENT_CD,25C8.00,Right lower quadrant pain,193322,SNOMED
EVENT_CD,D107z00,Hemoglobinopathy,432868,SNOMED
EVENT_CD,9OF5.00,Adult immunization - first recall,4085305,SNOMED
EVENT_CD,K5B0.00,Female infertility of anovulatory origin,4141641,SNOMED
EVENT_CD,7E06100,Open myomectomy,4142969,SNOMED
EVENT_CD,7F26.00,Routine obstetric scan,44790189,SNOMED
EVENT_CD,7F02.00,Selective destruction of fetus,4142510,SNOMED
EVENT_CD,122C.00,No family history of respiratory disease,4252389,SNOMED
EVENT_CD,8HBL.00,Minor surgery follow-up arranged,44793309,SNOMED
EVENT_CD,42D..00,Red blood cell shape,4013249,SNOMED
EVENT_CD,C134100,Follicle stimulating hormone deficiency,4096059,SNOMED
EVENT_CD,N114.00,Lumbosacral spondylosis without myelopathy,80813,SNOMED
EVENT_CD,156C.00,History of event,1340204,OMOP Extension
EVENT_CD,9b9T000,Gynecological oncology,4247119,SNOMED
EVENT_CD,M010000,Furuncle of ear,4323822,SNOMED
EVENT_CD,22KC.00,Obese class I (body mass index 30.0 - 34.9),44811711,SNOMED
EVENT_CD,8HkZ.00,Referral to community lymphoedema service,44802882,SNOMED
EVENT_CD,7611500,Sleeve resection of stomach,4227605,SNOMED
EVENT_CD,33B9.00,Exercise tolerance test,4065416,SNOMED
EVENT_CD,9N61.00,Referred by another GP,4089042,SNOMED
EVENT_CD,44h7.00,Plasma calcium level,4193029,SNOMED
EVENT_CD,65J5.00,"tetanus toxoid vaccine, inactivated",529411,RxNorm
EVENT_CD,65J5.00,"diphtheria toxoid vaccine, inactivated",529303,RxNorm
EVENT_CD,2I25.00,Symptom: genital area,4038054,SNOMED
EVENT_CD,8H23000,Emergency psychiatric admission under Mental Health Act 1983 (England and Wales),44794357,SNOMED
EVENT_CD,6881,Iron deficiency screening,4064375,SNOMED
EVENT_CD,4JK7.00,Organism isolated in vaginal swab by culture,4056388,SNOMED
EVENT_CD,8BA7.00,Relaxation training therapy,4275895,SNOMED
EVENT_CD,13c2.00,Never injecting drug user,4135671,SNOMED
EVENT_CD,66AT.00,Annual diabetic blood test,4016908,SNOMED
EVENT_CD,9C...00,Training/seniority/leave status,44801842,SNOMED
EVENT_CD,2H9..00,Straight leg raise - finding,4277508,SNOMED
EVENT_CD,4K15.00,Excision - clear margin,4149319,SNOMED
EVENT_CD,24E4.00,Pulse present in right popliteal artery,37312080,SNOMED
EVENT_CD,451N.00,eGFR (estimated glomerular filtration rate) using creatinine Chronic Kidney Disease Epidemiology Collaboration equation per 1.73 square metres,37393011,SNOMED
EVENT_CD,44ZA.00,Plasma free beta human chorionic gonadotrophin measurement,4210721,SNOMED
EVENT_CD,662k.00,Joint British Societies cardiovascular disease risk less than ten percent over next ten years,44788316,SNOMED
EVENT_CD,2J1..00,Hepatitis C status,4150744,SNOMED
EVENT_CD,24FE.00,Normal pulse in left dorsalis pedis artery,37311332,SNOMED
EVENT_CD,1P71.00,New sexual partner,44813701,SNOMED
EVENT_CD,62U..00,Down's screening - blood test,4149370,SNOMED
EVENT_CD,7L17z00,Collection of blood specimen for laboratory,4218408,SNOMED
EVENT_CD,8H4d.00,Referral to orthopaedic special interest general practitioner,44792424,SNOMED
EVENT_CD,G848000,Bleeding hemorrhoids,4198840,SNOMED
EVENT_CD,U604000,Adverse reaction to drug,441207,SNOMED
EVENT_CD,961..00,FP1001 status,44812610,SNOMED
EVENT_CD,1BA8.00,Temporal headache,4212985,SNOMED
EVENT_CD,615K.00,Intrauterine contraceptive device annual review,44788737,SNOMED
EVENT_CD,D3y0.00,Essential thrombocythemia,438383,SNOMED
EVENT_CD,L161.00,Excessive weight gain during pregnancy,607211,SNOMED
EVENT_CD,662c.00,Hypertension six month review,4269018,SNOMED
EVENT_CD,9ko..00,Smoking cessation enhanced services administration,44793036,SNOMED
EVENT_CD,9NkL.00,Seen in microbiology department,40482246,SNOMED
EVENT_CD,65MN.00,Booster vaccination,4230536,SNOMED
EVENT_CD,65MN.00,"typhoid vaccine, unspecified formulation",40213245,CVX
EVENT_CD,4JK5100,No organism isolated in cervical swab by culture,4056387,SNOMED
EVENT_CD,9D13.00,Med3 certificate not issued to patient,44788126,SNOMED
EVENT_CD,N224100,Ganglion of joint,80815,SNOMED
EVENT_CD,43FZ.00,Rheumatoid factor,37397812,SNOMED
EVENT_CD,146E.00,History of event,1340204,OMOP Extension
EVENT_CD,BBM1.00,Benign fibroadenoma,608109,SNOMED
EVENT_CD,G573000,Atrial fibrillation,313217,SNOMED
EVENT_CD,2BBE.00,Normal retina of left eye,3654255,SNOMED
EVENT_CD,M166.00,Pustular psoriasis of palms and soles,4100184,SNOMED
EVENT_CD,136K.00,Alcohol intake above recommended sensible limits,4052460,SNOMED
EVENT_CD,9N1U.00,Seen in elderly assessment clinic,4088539,SNOMED
EVENT_CD,27Z..00,Obstetric examination,4038747,SNOMED
EVENT_CD,S504.00,Strain of rotator cuff of shoulder,37312105,SNOMED
EVENT_CD,L211.00,Triplet pregnancy,432375,SNOMED
EVENT_CD,L4...00,Complication of the puerperium,441364,SNOMED
EVENT_CD,5678000,CT of chest and abdomen,4302356,SNOMED
EVENT_CD,1D83.00,Exercise aggravates symptom,4037115,SNOMED
EVENT_CD,9R45.00,Loan equipment returned,44811193,SNOMED
EVENT_CD,44CA.00,Serum haptoglobin measurement,4041179,SNOMED
EVENT_CD,5859,US scan of gallbladder,4058478,SNOMED
EVENT_CD,42C3.00,Macrocytosis,4264129,SNOMED
EVENT_CD,0AI4.00,Beautician,4287532,SNOMED
EVENT_CD,147D.00,History of event,1340204,OMOP Extension
EVENT_CD,98D0.00,Individual funding request,44807172,SNOMED
EVENT_CD,E202.00,Phobic disorder,4304010,SNOMED
EVENT_CD,43bS.00,Serologic test for herpes simplex,4263434,SNOMED
EVENT_CD,8CG4.00,Standard Care Programme Approach level,35610357,SNOMED
EVENT_CD,434..00,Major crossmatch,4219996,SNOMED
EVENT_CD,68Nq.00,Consent given for human papillomavirus vaccination,44812552,SNOMED
EVENT_CD,K424.00,Abscess of vulva,434084,SNOMED
EVENT_CD,13lF.00,Main spoken language Russian,4151758,SNOMED
EVENT_CD,339L.00,Expected peak flow rate x 80 percent,4064482,SNOMED
EVENT_CD,663x.00,Asthma limits walking on the flat,4155465,SNOMED
EVENT_CD,9S4..00,Black,38003598,Race
EVENT_CD,J410300,Chronic ulcerative proctitis,75580,SNOMED
EVENT_CD,12CP.00,FH: Myocardial infarct in 1st degree male relative <55 years,4269022,SNOMED
EVENT_CD,9NC9.00,Letter sent to Driver and Vehicle Licensing Authority,44791679,SNOMED
EVENT_CD,13ef.00,Born in Sri Lanka,4151622,SNOMED
EVENT_CD,M032100,Cellulitis and abscess of breast,4065998,SNOMED
EVENT_CD,H135.00,Recurrent sinusitis,4110492,SNOMED
EVENT_CD,TK60100,Self inflicted lacerations to wrist,4319560,SNOMED
EVENT_CD,26A5.00,Green vaginal discharge,4129161,SNOMED
EVENT_CD,8H7y.00,Referral to housing department,44793821,SNOMED
EVENT_CD,ZVu6n00,Insertion of prosthesis for breast,4117944,SNOMED
EVENT_CD,1JG..00,Suspected inflammatory arthritis,4332093,SNOMED
EVENT_CD,U3K..00,Assault,439237,SNOMED
EVENT_CD,15A..00,History of event,1340204,OMOP Extension
EVENT_CD,8BIb.00,No significant drug interactions,4246981,SNOMED
EVENT_CD,7E2Az00,Gynecologic examination,4306780,SNOMED
EVENT_CD,1B44200,Numbness of limbs,4151171,SNOMED
EVENT_CD,S542100,"Partial tear, knee, anterior cruciate ligament",4018502,SNOMED
EVENT_CD,9hR1.00,Excepted from rheumatoid arthritis quality indicators - informed dissent,44807353,SNOMED
EVENT_CD,38C3.00,Substance misuse assessment,44805715,SNOMED
EVENT_CD,C366100,Body fluid retention,4183738,SNOMED
EVENT_CD,2BBD.00,Normal retina of right eye,3654256,SNOMED
EVENT_CD,9878,Aspiration,4033232,SNOMED
EVENT_CD,SP25000,Stitch abscess,4031463,SNOMED
EVENT_CD,9N0E.00,Seen in rehabilitation clinic,4083429,SNOMED
EVENT_CD,43mV.00,Perinuclear ANCA screen,4253326,SNOMED
EVENT_CD,8BAd.00,Opiate dependence detoxification,44789594,SNOMED
EVENT_CD,M26..00,Disorder of sebaceous gland,138225,SNOMED
EVENT_CD,43x7.00,Blood group AB Rh(D) negative,4082949,SNOMED
EVENT_CD,7E0D.00,Operation on uterus,4195757,SNOMED
EVENT_CD,58DB000,US scan of abdominal aorta,4085443,SNOMED
EVENT_CD,44A3.00,Serum renin activity measurement,4041174,SNOMED
EVENT_CD,M294000,Lentiginosis,4299551,SNOMED
EVENT_CD,44OD.00,Plasma lipid measurement,4195505,SNOMED
EVENT_CD,7K6Z700,Injection of steroid into knee joint,4201228,SNOMED
EVENT_CD,129Z.00,FH: CNS disorder,4148405,SNOMED
EVENT_CD,8H7C.00,Referral to diabetic liaison nurse,4204663,SNOMED
EVENT_CD,3615400,Colposcopy abnormal,45771100,SNOMED
EVENT_CD,TLxz.00,Assault,439237,SNOMED
EVENT_CD,14N3000,History of event,1340204,OMOP Extension
EVENT_CD,8BG5.00,Aspirin indicated,4047699,SNOMED
EVENT_CD,13dX.00,Born in Portugal,4154073,SNOMED
EVENT_CD,5265,Radiography of sternum,4050744,SNOMED
EVENT_CD,9r0..00,Routine enquiry about domestic abuse,45773216,SNOMED
EVENT_CD,R065200,Anterior chest wall pain,4060317,SNOMED
EVENT_CD,46W0.00,Urine microalbumin detected,4065521,SNOMED
EVENT_CD,4Q...00,Biochemistry test interpretation,4156046,SNOMED
EVENT_CD,R065300,Breathing painful,442555,SNOMED
EVENT_CD,7P0G200,48 hour ambulatory electrocardiographic monitoring,4146297,SNOMED
EVENT_CD,ZV14.00,Allergy to drug,439224,SNOMED
EVENT_CD,26L7.00,Uterus size,4088921,SNOMED
EVENT_CD,F501800,Furunculosis of external auditory meatus,4111105,SNOMED
EVENT_CD,43b8.00,ANCA pattern,4269023,SNOMED
EVENT_CD,1BD2.00,Morbid thoughts,4036626,SNOMED
EVENT_CD,1475,History of event,1340204,OMOP Extension
EVENT_CD,43gD.00,Toxoplasma dye test,37398067,SNOMED
EVENT_CD,2126300,Diabetes resolved,4201636,SNOMED
EVENT_CD,15A1.00,History of event,1340204,OMOP Extension
EVENT_CD,44G3100,Alanine aminotransferase measurement,4146380,SNOMED
EVENT_CD,ZV06100,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,CVX
EVENT_CD,1734,Dyspnea at rest,4060052,SNOMED
EVENT_CD,8Hj3.00,Referral to dose adjustment for normal eating diabetes structured education programme,44791934,SNOMED
EVENT_CD,9Oe5000,Community DMARD monitoring first letter,44806881,SNOMED
EVENT_CD,1974,Right subcostal pain,4012497,SNOMED
EVENT_CD,9h9..00,Exception reporting - mental health quality indicators,44803765,SNOMED
EVENT_CD,8HVO.00,Private referral to psychiatrist,4086291,SNOMED
EVENT_CD,9NiJ.00,Did not attend general practitioner anticoagulant clinic,44803185,SNOMED
EVENT_CD,L245.00,Cervical incompetence,436740,SNOMED
EVENT_CD,F42y900,Macular retinal edema,4290333,SNOMED
EVENT_CD,195Z.00,Indigestion,439418,SNOMED
EVENT_CD,42Qw.00,APTT (activated partial thromboplastin time) - reference,37392230,SNOMED
EVENT_CD,U600y00,Antibacterial drug adverse reaction,437191,SNOMED
EVENT_CD,246c.00,Average home diastolic blood pressure,4186707,SNOMED
EVENT_CD,246M.00,Labile hypertension due to being in a clinical environment,44783644,SNOMED
EVENT_CD,9Oz..00,Contraceptive check administration,44792379,SNOMED
EVENT_CD,9bK3.00,Notification status,4204795,SNOMED
EVENT_CD,43I..00,Complement assay,4105757,SNOMED
EVENT_CD,8H7D.00,Referral to osteopath,4204659,SNOMED
EVENT_CD,13JD.00,Self-employed,4059636,SNOMED
EVENT_CD,13Je.00,In paid employment,4235700,SNOMED
EVENT_CD,J530100,Chronic anal fissure,4057835,SNOMED
EVENT_CD,8B3Y.00,Nicotine replacement therapy provided by community pharmacist,44789287,SNOMED
EVENT_CD,44Ln.00,Measurement of 25-hydroxyergocalciferol in serum specimen,40486053,SNOMED
EVENT_CD,Q48y600,Early neonatal death,4307303,SNOMED
EVENT_CD,9b8F.00,Pain management (specialty),4192791,SNOMED
EVENT_CD,7L1a.00,Cognitive and behavioral therapy,4043071,SNOMED
EVENT_CD,9Ob3.00,Coronary heart disease monitoring first letter,4295163,SNOMED
EVENT_CD,8HVj.00,Private referral to spinal surgeon,44809283,SNOMED
EVENT_CD,N13..00,Disorder of cervical spine,80497,SNOMED
EVENT_CD,12I2.00,FH: Osteoarthritis,4051701,SNOMED
EVENT_CD,13O1.00,Sickness benefit,4053242,SNOMED
EVENT_CD,43JI.00,Hepatitis A virus IgG antibody measurement,44805998,SNOMED
EVENT_CD,713..00,Operation on breast,4194253,SNOMED
EVENT_CD,7J16.00,Division of jaw,4143667,SNOMED
EVENT_CD,7G30000,Total excision of nail plate,4114776,SNOMED
EVENT_CD,782B000,Endoscopic sphincterotomy of sphincter of Oddi and removal of calculus,4142377,SNOMED
EVENT_CD,4JD7.00,Measurement of Helicobacter pylori antibody,4018470,SNOMED
EVENT_CD,ZV27200,Twins - both live born,4014296,SNOMED
EVENT_CD,44FF.00,Serum alkaline phosphatase intestinal enzyme level,4190903,SNOMED
EVENT_CD,8Hkx.00,Referral to GP (general practitioner) assessment unit,44814088,SNOMED
EVENT_CD,E10..00,Schizophrenic disorders,4100365,SNOMED
EVENT_CD,7F05300,Sampling of chorionic villus,4120817,SNOMED
EVENT_CD,7E1..00,Operation on fallopian tube,4189847,SNOMED
EVENT_CD,9Nk9.00,Seen in eating disorder clinic,4234477,SNOMED
EVENT_CD,9L2..00,Administrative procedure,4033224,SNOMED
EVENT_CD,1FF..00,Binge eating disorder,4208913,SNOMED
EVENT_CD,1924,Loss of taste,4289517,SNOMED
EVENT_CD,9lE..00,Incomplete patient record received,44809562,SNOMED
EVENT_CD,8I64.00,Angiotensin converting enzyme inhibitor not indicated,4047555,SNOMED
EVENT_CD,29...00,Sensory and motor testing,4231563,SNOMED
EVENT_CD,8D7..00,Urinary bladder training,4295966,SNOMED
EVENT_CD,8HkF.00,Referral to substance misuse service,44788887,SNOMED
EVENT_CD,46C4.00,"Urobilinogen measurement, urine",4283360,SNOMED
EVENT_CD,06A..00,Retail store/shop manager,4140419,SNOMED
EVENT_CD,Myu6F00,Acne,141095,SNOMED
EVENT_CD,S352200,Closed fracture of navicular bone of foot,80241,SNOMED
EVENT_CD,8BMJ000,Dispensing review of use of medicines invitation,44805206,SNOMED
EVENT_CD,9O8A.00,Abnormal smear - 1st recall,4085961,SNOMED
EVENT_CD,L120100,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",321638,SNOMED
EVENT_CD,S73A100,Hematoma of perianal region,42709943,SNOMED
EVENT_CD,1Z11.00,Chronic kidney disease stage 2,443601,SNOMED
EVENT_CD,L130z00,Mild hyperemesis gravidarum,436166,SNOMED
EVENT_CD,N09A.00,Disorder of patellofemoral joint,4035422,SNOMED
EVENT_CD,ZV25C00,Oral contraceptive repeat,4061665,SNOMED
EVENT_CD,7F06400,External cephalic version,4344624,SNOMED
EVENT_CD,44Z8.00,Plasma human chorionic gonadotropin multiple of median measurement,4210718,SNOMED
EVENT_CD,8HVc.00,Private referral to colorectal surgeon,45766745,SNOMED
EVENT_CD,F330300,Thoracic outlet syndrome,4027534,SNOMED
EVENT_CD,U60B700,Beta-adrenoceptor blocking drug adverse reaction,4095811,SNOMED
EVENT_CD,9D21.00,MED5 issued to patient,44788146,SNOMED
EVENT_CD,9N71.00,"""Initial patient """"call""""""",4085946,SNOMED
EVENT_CD,38G3.00,"Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly score",45766893,SNOMED
EVENT_CD,14D2.00,History of event,1340204,OMOP Extension
EVENT_CD,6134,Sheath used from other agency,44803082,SNOMED
EVENT_CD,13K..00,Economic milestone,4052194,SNOMED
EVENT_CD,S463.00,Closed traumatic dislocation of patellofemoral joint,76545,SNOMED
EVENT_CD,58EK.00,Dual energy X-ray photon absorptiometry lumbar spine scan T score,37174518,SNOMED
EVENT_CD,2BBT.00,Proliferative retinopathy of right eye with diabetes mellitus,36674199,SNOMED
EVENT_CD,42j2.00,DRVVT (dilute Russell viper venom test) correction,37392241,SNOMED
EVENT_CD,K583100,Secondary dysmenorrhea,4137754,SNOMED
EVENT_CD,25J1.00,No mass of abdomen,3655228,SNOMED
EVENT_CD,B41..00,Malignant tumor of cervix,198984,SNOMED
EVENT_CD,E03y300,Postpartum psychosis,4057246,SNOMED
EVENT_CD,9m90.00,Impaired glucose tolerance monitoring invitation,44802657,SNOMED
EVENT_CD,7D1B.00,Insertion of pessary into vagina,4164731,SNOMED
EVENT_CD,7A67.00,Ligation of varicose vein of lower limb,4048556,SNOMED
EVENT_CD,Lyu2.00,Disorder of pregnancy,439658,SNOMED
EVENT_CD,43a..00,Autoantibody level - finding,4269585,SNOMED
EVENT_CD,43K..00,Immuno-electrophoresis,37398193,SNOMED
EVENT_CD,46f0.00,Urine leukocyte test not done,4215542,SNOMED
EVENT_CD,9bB0.00,Clinical oncology,4214568,SNOMED
EVENT_CD,42VD.00,Hemoglobin S measurement,4154636,SNOMED
EVENT_CD,7E02600,Loop electrosurgical excision procedure of cervix,4046830,SNOMED
EVENT_CD,7L19100,Injection of steroid into subcutaneous tissue,4074723,SNOMED
EVENT_CD,2752,Fetal movements seen,4015303,SNOMED
EVENT_CD,S76..00,Injury of kidney,4220631,SNOMED
EVENT_CD,66Az.00,High risk of diabetes mellitus annual review,44808777,SNOMED
EVENT_CD,133S.00,Married/civil partner,44791567,SNOMED
EVENT_CD,1D33.00,Symptom started days ago,4038055,SNOMED
EVENT_CD,2BC..00,Finding of visual field,4201690,SNOMED
EVENT_CD,6316,Born before arrival,4015160,SNOMED
EVENT_CD,9l9..00,Copy of clinical record sent to insurance company,44807618,SNOMED
EVENT_CD,44lG.00,Plasma cholesterol/HDL ratio measurement,4198116,SNOMED
EVENT_CD,K512000,Cystocele with first degree uterine prolapse,4188997,SNOMED
EVENT_CD,L511.00,Disorder of pregnancy,439658,SNOMED
EVENT_CD,7G2B100,Injection of drug or medicament into skin,37153522,SNOMED
EVENT_CD,ZV6D.00,Hospital admission,8715,SNOMED
EVENT_CD,7E0A200,Intrauterine artificial insemination,4138741,SNOMED
EVENT_CD,44CT.00,Plasma amylase level,4193026,SNOMED
EVENT_CD,14A8.00,History of event,1340204,OMOP Extension
EVENT_CD,R2y3.00,Asthenia,437113,SNOMED
EVENT_CD,8HTQ.00,Referral to stroke clinic,4136455,SNOMED
EVENT_CD,8HV6.00,Private referral to obstetrician,4082072,SNOMED
EVENT_CD,M261A00,Pustular acne,4243513,SNOMED
EVENT_CD,8HRD.00,Referral for ambulatory electrocardiogram,40482728,SNOMED
EVENT_CD,152Z.00,Parity finding,4041279,SNOMED
EVENT_CD,246Y.00,Average day interval systolic blood pressure,4194471,SNOMED
EVENT_CD,E103.00,Paranoid schizophrenia,433450,SNOMED
EVENT_CD,L398100,Deliveries by cesarean,193277,SNOMED
EVENT_CD,7E26.00,Ovary endoscopy,4001542,SNOMED
EVENT_CD,9Nt9.00,Seen by occupational health advisor,46284072,SNOMED
EVENT_CD,667S.00,Seizure,377091,SNOMED
EVENT_CD,BBR0.00,"Hydatidiform mole, benign",4220900,SNOMED
EVENT_CD,7G0B.00,Shave biopsy of skin,4071771,SNOMED
EVENT_CD,13e0.00,Born in Afghanistan,4199967,SNOMED
EVENT_CD,13de.00,Born in Spain,4151621,SNOMED
EVENT_CD,1BH3.00,Paranoid ideation,4216908,SNOMED
EVENT_CD,S352300,Closed fracture of cuboid bone of foot,81707,SNOMED
EVENT_CD,ZV25x00,Assessment for sterilization procedure,45769367,SNOMED
EVENT_CD,7E1G.00,Falloposcopy,40490413,SNOMED
EVENT_CD,C341100,Uric acid renal calculus,4170813,SNOMED
EVENT_CD,B7E8.00,Nevus of choroid,4116226,SNOMED
EVENT_CD,66A7.00,Frequency of hypoglycemia attack,46273306,SNOMED
EVENT_CD,L414.00,Deep venous thrombosis in puerperium,438820,SNOMED
EVENT_CD,7G2A400,estrogens,19049228,RxNorm
EVENT_CD,7G2A400,Insertion of estrogen implant,4075336,SNOMED
EVENT_CD,AD61.00,Behcet's syndrome,436642,SNOMED
EVENT_CD,4653,Urine pregnancy test,4055285,SNOMED
EVENT_CD,43mW.00,Antineutrophil cytoplasmic antibody measurement,4135820,SNOMED
EVENT_CD,43GX.00,Serum endomysium antibody measurement,4156655,SNOMED
EVENT_CD,7400700,Rhinoseptoplasty,4048431,SNOMED
EVENT_CD,4QB..00,Vitamin measurement,4045160,SNOMED
EVENT_CD,7K4..00,Operation on shoulder joint,4076875,SNOMED
EVENT_CD,N215B00,Femoral acetabular impingement,4201193,SNOMED
EVENT_CD,Eu11200,Opioid dependence,438120,SNOMED
EVENT_CD,ZV24y00,Postpartum care,4047392,SNOMED
EVENT_CD,13eY.00,Born in Philippines,4153183,SNOMED
EVENT_CD,13e8.00,Born in China,4202083,SNOMED
EVENT_CD,8Hk5.00,Referred to hepatology service,44791040,SNOMED
EVENT_CD,S5C3.00,"Complete tear, knee, anterior cruciate ligament",4019069,SNOMED
EVENT_CD,7M0E500,Fine needle aspiration NOC,44790251,SNOMED
EVENT_CD,66c5.00,Has DOAC (direct-acting oral anticoagulant) alert card,37394012,SNOMED
EVENT_CD,8CE0200,Insulin passport given,44807097,SNOMED
EVENT_CD,H3...00,Chronic obstructive pulmonary disease,255573,SNOMED
EVENT_CD,13Iy.00,Family member subject of child protection plan,44793537,SNOMED
EVENT_CD,1J0I.00,Suspected breast cancer,4047558,SNOMED
EVENT_CD,4K4Z.00,Cervical smear: action,4164508,SNOMED
EVENT_CD,TB0y.00,Complication of surgical procedure,434547,SNOMED
EVENT_CD,9DB5.00,Miscellaneous certificate fee paid,4086620,SNOMED
EVENT_CD,7K6Y.00,Arthroscopy,4028987,SNOMED
EVENT_CD,44FA.00,Plasma alkaline phosphatase liver isoenzyme measurement,4195341,SNOMED
EVENT_CD,536..00,Soft tissue X-ray chest,4059047,SNOMED
EVENT_CD,667R.00,Seizure,377091,SNOMED
EVENT_CD,1J1..00,Suspected drug abuse,4037138,SNOMED
EVENT_CD,65K1.00,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,CVX
EVENT_CD,1BE..00,Life crisis,4038027,SNOMED
EVENT_CD,42h5.00,Sickle solubility test,37397898,SNOMED
EVENT_CD,7415,Endoscopy of nose and nasal sinuses,37153238,SNOMED
EVENT_CD,1A51.00,No genitourinary pain,4012508,SNOMED
EVENT_CD,R110300,Microalbuminuria,4195061,SNOMED
EVENT_CD,13dP.00,Born in Lithuania,4152221,SNOMED
